year;Top10.nat.p2
1;0.59023875562155
1;0.597789048763233
1;0.580537457788507
1;0.583043662013576
1;0.572904839390429
1;0.573342204729986
1;0.585042666295397
1;0.5778243550397
1;0.583225827543257
1;0.600577644044579
1;0.57912054077795
1;0.579651973081187
