year;Top10.fac.p2
1;0.506436581691211
1;0.505269647963501
1;0.502115284803416
1;0.506903189399043
1;0.491106627318743
1;0.480787197597302
1;0.497450178535219
1;0.498938134891574
1;0.501309750626997
1;0.522055541311713
1;0.493863775487093
1;0.495333669130019
