year;Top10.disp.p2
1;0.588779174609847
1;0.5968637554144
1;0.58189696807992
1;0.58595035342776
1;0.573769179898989
1;0.573681107508199
1;0.584788397158903
1;0.577954414145137
1;0.582690558540779
1;0.597177815181182
1;0.58125900439488
1;0.580018772750609
